,date,time,current_team,opponent,game_result,team_score,opp_score,spread_result,spread,ou_result,ou_line,year
4775,2011-11-6,1:02,LAR,NYJ,L,11,27,L,-2.5,U,45,2011
4776,2011-11-13,1:02,LAR,DAL,L,7,44,L,4.5,O,49,2011
4777,2011-11-20,1:02,LAR,MIA,L,8,35,L,3.0,U,44,2011
4778,2011-11-27,1:02,LAR,NYJ,L,24,28,W,9.5,O,42.5,2011
4779,2011-12-4,1:02,LAR,TEN,L,17,23,L,-1.0,U,44,2011
4780,2011-12-11,4:15,LAR,LAC,L,10,37,L,7.0,U,49,2011
4781,2011-12-18,1:02,LAR,MIA,L,23,30,L,-1.5,O,40.5,2011
4782,2011-12-24,1:02,LAR,DEN,W,40,14,W,3.0,O,43.5,2011
4783,2012-01-1,1:02,LAR,NWE,L,21,49,L,10.0,O,50,2012
4784,2010-09-12,1:02,LAR,MIA,L,10,15,L,3.0,U,39,2010
4785,2010-09-19,1:02,LAR,GBP,L,7,34,L,13.0,U,43,2010
4786,2010-09-26,1:02,LAR,NWE,L,30,38,W,14.5,O,43,2010
4787,2010-10-3,1:02,LAR,NYJ,L,14,38,L,6.0,O,37,2010
4788,2010-10-10,1:02,LAR,JAX,L,26,36,L,-2.5,O,41.5,2010
4789,2010-10-24,1:02,LAR,BAL,L,34,37,W,12.5,O,40,2010
4790,2010-10-31,1:08,LAR,KAN,L,10,13,W,7.0,U,46,2010
4791,2010-11-7,1:02,LAR,CHI,L,19,22,P,3.0,U,41.5,2010
4792,2010-11-14,1:02,LAR,DET,W,14,12,W,-1.5,U,45,2010
4793,2010-11-21,1:02,LAR,CIN,W,49,31,W,4.0,O,41,2010
4794,2010-11-28,1:02,LAR,PIT,L,16,19,W,7.0,U,44,2010
4795,2010-12-5,1:05,LAR,MIN,L,14,38,L,5.0,O,44,2010
4796,2010-12-12,1:02,LAR,CLE,W,13,6,W,0.0,U,39,2010
4797,2010-12-19,1:02,LAR,MIA,W,17,14,W,5.5,U,40,2010
4798,2010-12-26,1:02,LAR,NWE,L,3,34,L,9.0,U,45.5,2010
4799,2011-01-2,1:02,LAR,NYJ,L,7,38,L,1.5,O,38,2011
4800,2021-09-12,1:00,PHI,PIT,L,16,23,L,-6.5,U,48.5,2021
4801,2021-09-19,1:00,PHI,MIA,W,35,0,W,-3.5,U,47.5,2021
4802,2021-09-26,1:00,PHI,WAS,W,43,21,W,-7.0,O,45.5,2021
4803,2021-10-3,1:00,PHI,HOU,W,40,0,W,-17.5,U,47,2021
4804,2021-10-10,8:20,PHI,KAN,W,38,20,W,2.5,O,56.5,2021
4805,2021-10-18,8:15,PHI,TEN,L,31,34,L,-6.0,O,53.5,2021
4806,2021-10-31,1:00,PHI,MIA,W,26,11,W,-14.0,U,49,2021
4807,2021-11-7,1:00,PHI,JAX,L,6,9,L,-14.5,U,48.5,2021
4808,2021-11-14,1:00,PHI,NYJ,W,45,17,W,-13.0,O,47.5,2021
4809,2021-11-21,1:00,PHI,IND,L,15,41,L,-7.0,O,49.5,2021
4810,2021-11-25,8:20,PHI,NOS,W,31,6,W,-6.5,U,45,2021
4811,2021-12-6,8:15,PHI,NWE,L,10,14,L,-2.5,U,41,2021
4812,2021-12-12,4:25,PHI,TBB,L,27,33,L,3.5,O,54.5,2021
4813,2021-12-19,1:00,PHI,CAR,W,31,14,W,-14.5,O,43,2021
4814,2021-12-26,1:00,PHI,NWE,W,33,21,W,1.5,O,43.5,2021
4815,2022-01-2,1:00,PHI,ATL,W,29,15,L,-14.5,P,44,2022
4816,2022-01-9,1:00,PHI,NYJ,W,27,10,W,-16.5,U,40.5,2022
4817,2022-01-15,8:15,PHI,NWE,W,47,17,W,-4.0,O,44,2022
4818,2022-01-23,6:30,PHI,KAN,L,36,42,L,2.0,O,54.5,2022
4819,2020-09-13,1:00,PHI,NYJ,W,27,17,W,-6.5,O,39.5,2020
4820,2020-09-20,1:00,PHI,MIA,W,31,28,L,-5.5,O,42.5,2020
4821,2020-09-27,1:00,PHI,LAR,W,35,32,W,-1.5,O,46.5,2020
4822,2020-10-4,4:25,PHI,LVR,W,30,23,W,-3.0,P,53,2020
4823,2020-10-13,7:00,PHI,TEN,L,16,42,L,-3.0,O,52,2020
4824,2020-10-19,5:00,PHI,KAN,L,17,26,L,5.5,U,55,2020
4825,2020-10-25,1:00,PHI,NYJ,W,18,10,L,-9.5,U,47,2020
4826,2020-11-1,1:00,PHI,NWE,W,24,21,L,-4.0,O,41,2020
4827,2020-11-8,1:00,PHI,SEA,W,44,34,W,3.0,O,55.5,2020
4828,2020-11-15,4:04,PHI,ARI,L,30,32,W,3.0,O,56,2020
4829,2020-11-29,1:00,PHI,LAC,W,27,17,W,-4.5,U,51.5,2020
4830,2020-12-7,8:15,PHI,SFF,W,34,24,W,1.5,O,48,2020
4831,2020-12-13,8:20,PHI,PIT,W,26,15,W,-2.0,U,48.5,2020
4832,2020-12-19,4:30,PHI,DEN,W,48,19,W,-5.5,O,49,2020
4833,2020-12-28,8:15,PHI,NWE,W,38,9,W,-7.0,U,47.5,2020
4834,2021-01-3,1:00,PHI,MIA,W,56,26,W,3.5,O,43,2021
4835,2021-01-9,1:05,PHI,IND,W,27,24,L,-7.0,O,50.5,2021
4836,2021-01-16,8:15,PHI,BAL,W,17,3,W,-2.5,U,49.5,2021
4837,2021-01-24,6:40,PHI,KAN,L,24,38,L,3.0,O,55,2021
4838,2019-09-8,1:00,PHI,NYJ,W,17,16,W,2.5,U,41,2019
4839,2019-09-15,1:00,PHI,NYG,W,28,14,W,-1.0,U,44.5,2019
4840,2019-09-22,1:00,PHI,CIN,W,21,17,L,-5.5,U,43.5,2019
4841,2019-09-29,1:00,PHI,NWE,L,10,16,W,7.0,U,41.5,2019
4842,2019-10-6,1:00,PHI,TEN,W,14,7,W,3.5,U,39.5,2019
4843,2019-10-20,1:00,PHI,MIA,W,31,21,L,-17.0,O,42.5,2019
4844,2019-10-27,1:00,PHI,PHI,L,13,31,L,-1.0,O,39.5,2019
4845,2019-11-3,1:00,PHI,WAS,W,24,9,W,-10.5,U,37,2019
4846,2019-11-10,1:00,PHI,CLE,L,16,19,P,3.0,U,42,2019
4847,2019-11-17,1:00,PHI,MIA,W,37,20,W,-7.0,O,41.5,2019
4848,2019-11-24,1:00,PHI,DEN,W,20,3,W,-3.5,U,37,2019
4849,2019-11-28,4:30,PHI,DAL,W,26,15,W,6.5,U,46.5,2019
4850,2019-12-8,1:00,PHI,BAL,L,17,24,L,6.5,U,44,2019
4851,2019-12-15,8:20,PHI,PIT,W,17,10,W,1.0,U,37,2019
4852,2019-12-21,4:30,PHI,NWE,L,17,24,P,7.0,O,38.5,2019
4853,2019-12-29,1:00,PHI,NYJ,L,6,13,L,1.5,U,37,2019
4854,2020-01-4,4:35,PHI,HOU,L,19,22,L,2.5,U,43,2020
4855,2018-09-9,1:00,PHI,BAL,L,3,47,L,7.5,O,39,2018
4856,2018-09-16,1:00,PHI,LAC,L,20,31,L,7.5,O,41.5,2018
4857,2018-09-23,1:00,PHI,MIN,W,27,6,W,16.5,U,41,2018
4858,2018-09-30,1:00,PHI,GBP,L,0,22,L,8.5,U,43.5,2018
4859,2018-10-7,1:00,PHI,TEN,W,13,12,W,6.0,U,38.5,2018
4860,2018-10-14,1:00,PHI,HOU,L,13,20,W,10.5,U,40.5,2018
4861,2018-10-21,1:00,PHI,IND,L,5,37,L,7.0,U,43.5,2018
4862,2018-10-29,8:15,PHI,NWE,L,6,25,L,13.5,U,44.5,2018
4863,2018-11-4,1:00,PHI,CHI,L,9,41,L,10.5,O,38,2018
4864,2018-11-11,1:00,PHI,NYJ,W,41,10,W,7.0,O,38,2018
4865,2018-11-25,1:00,PHI,JAX,W,24,21,W,3.0,O,36.5,2018
4866,2018-12-2,1:00,PHI,MIA,L,17,21,L,3.5,U,40,2018
4867,2018-12-9,1:00,PHI,NYJ,L,23,27,L,-4.5,O,37,2018
4868,2018-12-16,1:00,PHI,DET,W,14,13,L,-2.5,U,40,2018
4869,2018-12-23,1:00,PHI,NWE,L,12,24,W,13.5,U,45,2018
4870,2018-12-30,1:00,PHI,MIA,W,42,17,W,-5.5,O,39.5,2018
4871,2017-09-10,1:00,PHI,NYJ,W,21,12,W,-7.0,U,42,2017
4872,2017-09-17,1:00,PHI,CAR,L,3,9,W,6.5,U,43,2017
4873,2017-09-24,1:00,PHI,DEN,W,26,16,W,3.5,O,40,2017
4874,2017-10-1,1:00,PHI,ATL,W,23,17,W,8.0,U,48,2017
4875,2017-10-8,1:00,PHI,CIN,L,16,20,L,3.0,U,39,2017
4876,2017-10-22,1:00,PHI,TBB,W,30,27,P,-3.0,O,46.5,2017
4877,2017-10-29,1:00,PHI,LVR,W,34,14,W,-2.0,O,47,2017
4878,2017-11-2,8:24,PHI,NYJ,L,21,34,L,-3.0,O,42,2017
4879,2017-11-12,1:00,PHI,NOS,L,10,47,L,2.0,O,48.5,2017
4880,2017-11-19,4:04,PHI,LAC,L,24,54,L,7.0,O,41.5,2017
4881,2017-11-26,1:00,PHI,KAN,W,16,10,W,8.5,U,47,2017
4882,2017-12-3,1:00,PHI,NWE,L,3,23,L,7.5,U,48.5,2017
4883,2017-12-10,1:00,PHI,IND,W,13,7,W,-3.5,U,36.5,2017
4884,2017-12-17,1:00,PHI,MIA,W,24,16,W,-3.5,O,39.5,2017
4885,2017-12-24,1:00,PHI,NWE,L,16,37,L,11.0,O,47.5,2017
4886,2017-12-31,4:25,PHI,MIA,W,22,16,W,-2.5,U,41.5,2017
4887,2018-01-7,1:05,PHI,JAX,L,3,10,W,8.0,U,39.5,2018
4888,2016-09-11,1:04,PHI,BAL,L,7,13,L,3.0,U,44.5,2016
4889,2016-09-15,8:26,PHI,NYJ,L,31,37,L,-1.0,O,40.5,2016
4890,2016-09-25,1:02,PHI,ARI,W,33,18,W,5.0,O,48,2016
4891,2016-10-2,1:02,PHI,NWE,W,16,0,W,3.5,U,41,2016
4892,2016-10-9,4:25,PHI,LAR,W,30,19,W,-2.5,O,41.5,2016
4893,2016-10-16,1:02,PHI,SFF,W,45,16,W,-7.5,O,44,2016
4894,2016-10-23,1:02,PHI,MIA,L,25,28,L,-2.5,O,46,2016
4895,2016-10-30,1:02,PHI,NWE,L,25,41,L,5.5,O,48,2016
4896,2016-11-7,8:30,PHI,SEA,L,25,31,L,5.5,O,43.5,2016
4897,2016-11-20,1:00,PHI,CIN,W,16,12,W,2.5,U,48,2016
4898,2016-11-27,1:00,PHI,JAX,W,28,21,L,-8.5,O,43.5,2016
4899,2016-12-4,4:04,PHI,LVR,L,24,38,L,3.0,O,48.5,2016
4900,2016-12-11,1:00,PHI,PIT,L,20,27,L,1.0,O,45.5,2016
4901,2016-12-18,1:00,PHI,CLE,W,33,13,W,-10.5,O,43,2016
4902,2016-12-24,1:00,PHI,MIA,L,31,34,L,-4.5,O,44.5,2016
4903,2017-01-1,1:00,PHI,NYJ,L,10,30,L,-3.5,U,43,2017
4904,2015-09-13,1:02,PHI,IND,W,27,14,W,2.5,U,45,2015
4905,2015-09-20,1:02,PHI,NWE,L,32,40,L,1.0,O,44,2015
4906,2015-09-27,4:25,PHI,MIA,W,41,14,W,2.5,O,41.5,2015
4907,2015-10-4,1:02,PHI,NYG,L,10,24,L,-5.5,U,45.5,2015
4908,2015-10-11,1:02,PHI,TEN,W,14,13,P,-1.0,U,42,2015
4909,2015-10-18,1:02,PHI,CIN,L,21,34,L,3.0,O,43,2015
4910,2015-10-25,8:35,PHI,JAX,L,31,34,L,-4.0,O,41,2015
4911,2015-11-8,1:02,PHI,MIA,W,33,17,W,-3.0,O,44,2015
4912,2015-11-12,8:26,PHI,NYJ,W,22,17,W,2.5,U,42.5,2015
4913,2015-11-23,8:30,PHI,NWE,L,13,20,P,7.0,U,48,2015
4914,2015-11-29,1:02,PHI,KAN,L,22,30,L,5.5,O,41.5,2015
4915,2015-12-6,1:02,PHI,HOU,W,30,21,W,-3.5,O,41.5,2015
4916,2015-12-13,1:00,PHI,PHI,L,20,23,L,1.0,U,47,2015
4917,2015-12-20,1:02,PHI,WAS,L,25,35,L,-2.5,O,44,2015
4918,2015-12-27,1:02,PHI,DAL,W,16,6,W,-6.5,U,42,2015
4919,2016-01-3,1:02,PHI,NYJ,W,22,17,W,3.0,U,42,2016
4920,2014-09-7,1:00,PHI,CHI,W,23,20,W,7.0,U,47,2014
4921,2014-09-14,1:02,PHI,MIA,W,29,10,W,-1.5,U,42.5,2014
4922,2014-09-21,1:02,PHI,LAC,L,10,22,L,-2.5,U,45.5,2014
4923,2014-09-28,1:02,PHI,HOU,L,17,23,L,3.0,U,42.5,2014
4924,2014-10-5,1:02,PHI,DET,W,17,14,W,6.5,U,43,2014
4925,2014-10-12,1:02,PHI,NWE,L,22,37,L,-1.0,O,44,2014
4926,2014-10-19,1:02,PHI,MIN,W,17,16,L,-6.5,U,43.5,2014
4927,2014-10-26,1:02,PHI,NYJ,W,43,23,W,3.0,O,40.5,2014
4928,2014-11-9,1:02,PHI,KAN,L,13,17,L,-1.5,U,42,2014
4929,2014-11-13,8:26,PHI,MIA,L,9,22,L,5.0,U,42,2014
4930,2014-11-24,7:05,PHI,NYJ,W,38,3,W,-2.5,U,42.5,2014
4931,2014-11-30,1:02,PHI,CLE,W,26,10,W,-3.0,U,42,2014
4932,2014-12-7,4:04,PHI,DEN,L,17,24,W,9.5,U,47.5,2014
4933,2014-12-14,1:02,PHI,GBP,W,21,13,W,4.0,U,50,2014
4934,2014-12-21,4:25,PHI,LVR,L,24,26,L,-6.5,O,42,2014
4935,2014-12-28,1:02,PHI,NWE,W,17,9,W,6.5,U,44,2014
4936,2013-09-8,1:02,PHI,NWE,L,21,23,W,10.5,U,50.5,2013
4937,2013-09-15,1:02,PHI,CAR,W,24,23,W,3.5,O,43.5,2013
4938,2013-09-22,4:25,PHI,NYJ,L,20,27,L,2.5,O,41,2013
4939,2013-09-29,1:02,PHI,BAL,W,23,20,W,4.0,U,45,2013
4940,2013-10-3,8:28,PHI,CLE,L,24,37,L,4.0,O,40.5,2013
4941,2013-10-13,1:02,PHI,CIN,L,24,27,W,6.0,O,41,2013
4942,2013-10-20,1:02,PHI,MIA,W,23,21,W,6.5,O,43.5,2013
4943,2013-10-27,1:02,PHI,NOS,L,17,35,L,10.5,O,48.5,2013
4944,2013-11-3,1:02,PHI,KAN,L,13,23,L,4.5,U,40.5,2013
4945,2013-11-10,1:02,PHI,PIT,L,10,23,L,2.5,U,42.5,2013
4946,2013-11-17,1:02,PHI,NYJ,W,37,14,W,2.0,O,39.5,2013
4947,2013-12-1,4:04,PHI,ATL,L,31,34,L,-4.5,O,48,2013
4948,2013-12-8,1:02,PHI,TBB,L,6,27,L,2.5,U,42.5,2013
4949,2013-12-15,1:02,PHI,JAX,W,27,20,W,-4.0,O,43,2013
4950,2013-12-22,1:02,PHI,MIA,W,19,0,W,1.5,U,42,2013
4951,2013-12-29,4:25,PHI,NWE,L,20,34,L,7.0,O,46.5,2013
4952,2012-09-9,1:02,PHI,NYJ,L,28,48,L,3.0,O,39,2012
4953,2012-09-16,1:02,PHI,KAN,W,35,17,W,-3.0,O,45,2012
4954,2012-09-23,1:02,PHI,CLE,W,24,14,W,-3.0,U,45,2012
4955,2012-09-30,1:02,PHI,NWE,L,28,52,L,4.5,O,48.5,2012
4956,2012-10-7,4:25,PHI,SFF,L,3,45,L,10.0,O,45,2012
4957,2012-10-14,4:04,PHI,ARI,W,19,16,W,5.0,U,44,2012
4958,2012-10-21,1:02,PHI,TEN,L,34,35,L,-4.5,O,46.5,2012
4959,2012-11-4,1:02,PHI,HOU,L,9,21,L,11.5,U,48,2012
4960,2012-11-11,1:02,PHI,NWE,L,31,37,W,13.5,O,54,2012
4961,2012-11-15,8:28,PHI,MIA,W,19,14,W,-2.5,U,46,2012
4962,2012-11-25,1:02,PHI,IND,L,13,20,L,3.0,U,51.5,2012
4963,2012-12-2,1:02,PHI,JAX,W,34,18,W,-6.0,O,42,2012
4964,2012-12-9,1:02,PHI,LAR,L,12,15,L,-3.0,U,42.5,2012
4965,2012-12-16,4:04,PHI,SEA,L,17,50,L,5.0,O,44,2012
4966,2012-12-23,1:02,PHI,MIA,L,10,24,L,5.0,U,43,2012
4967,2012-12-30,1:02,PHI,NYJ,W,28,9,W,-3.5,U,41,2012
4968,2011-09-11,1:06,PHI,KAN,W,41,7,W,3.5,O,40,2011
4969,2011-09-18,1:02,PHI,LVR,W,38,35,L,-4.0,O,41,2011
4970,2011-09-25,1:02,PHI,NWE,W,34,31,W,7.5,O,54.5,2011
4971,2011-10-2,1:02,PHI,CIN,L,20,23,L,-3.0,P,43,2011
4972,2011-10-9,1:04,PHI,PHI,W,31,24,W,3.0,O,53,2011
4973,2011-10-16,1:02,PHI,NYG,L,24,27,P,3.0,O,49,2011
4974,2011-10-30,4:04,PHI,WAS,W,23,0,W,-4.0,U,46.5,2011
4975,2011-11-6,1:02,PHI,NYJ,L,11,27,L,-2.5,U,45,2011
4976,2011-11-13,1:02,PHI,DAL,L,7,44,L,4.5,O,49,2011
4977,2011-11-20,1:02,PHI,MIA,L,8,35,L,3.0,U,44,2011
4978,2011-11-27,1:02,PHI,NYJ,L,24,28,W,9.5,O,42.5,2011
4979,2011-12-4,1:02,PHI,TEN,L,17,23,L,-1.0,U,44,2011
4980,2011-12-11,4:15,PHI,LAC,L,10,37,L,7.0,U,49,2011
4981,2011-12-18,1:02,PHI,MIA,L,23,30,L,-1.5,O,40.5,2011
4982,2011-12-24,1:02,PHI,DEN,W,40,14,W,3.0,O,43.5,2011
4983,2012-01-1,1:02,PHI,NWE,L,21,49,L,10.0,O,50,2012
4984,2010-09-12,1:02,PHI,MIA,L,10,15,L,3.0,U,39,2010
4985,2010-09-19,1:02,PHI,GBP,L,7,34,L,13.0,U,43,2010
4986,2010-09-26,1:02,PHI,NWE,L,30,38,W,14.5,O,43,2010
4987,2010-10-3,1:02,PHI,NYJ,L,14,38,L,6.0,O,37,2010
4988,2010-10-10,1:02,PHI,JAX,L,26,36,L,-2.5,O,41.5,2010
4989,2010-10-24,1:02,PHI,BAL,L,34,37,W,12.5,O,40,2010
4990,2010-10-31,1:08,PHI,KAN,L,10,13,W,7.0,U,46,2010
4991,2010-11-7,1:02,PHI,CHI,L,19,22,P,3.0,U,41.5,2010
4992,2010-11-14,1:02,PHI,DET,W,14,12,W,-1.5,U,45,2010
4993,2010-11-21,1:02,PHI,CIN,W,49,31,W,4.0,O,41,2010
4994,2010-11-28,1:02,PHI,PIT,L,16,19,W,7.0,U,44,2010
4995,2010-12-5,1:05,PHI,MIN,L,14,38,L,5.0,O,44,2010
4996,2010-12-12,1:02,PHI,CLE,W,13,6,W,0.0,U,39,2010
4997,2010-12-19,1:02,PHI,MIA,W,17,14,W,5.5,U,40,2010
4998,2010-12-26,1:02,PHI,NWE,L,3,34,L,9.0,U,45.5,2010
4999,2011-01-2,1:02,PHI,NYJ,L,7,38,L,1.5,O,38,2011
5000,2021-09-12,1:00,GBP,PIT,L,16,23,L,-6.5,U,48.5,2021
5001,2021-09-19,1:00,GBP,MIA,W,35,0,W,-3.5,U,47.5,2021
5002,2021-09-26,1:00,GBP,WAS,W,43,21,W,-7.0,O,45.5,2021
5003,2021-10-3,1:00,GBP,HOU,W,40,0,W,-17.5,U,47,2021
5004,2021-10-10,8:20,GBP,KAN,W,38,20,W,2.5,O,56.5,2021
5005,2021-10-18,8:15,GBP,TEN,L,31,34,L,-6.0,O,53.5,2021
5006,2021-10-31,1:00,GBP,MIA,W,26,11,W,-14.0,U,49,2021
5007,2021-11-7,1:00,GBP,JAX,L,6,9,L,-14.5,U,48.5,2021
5008,2021-11-14,1:00,GBP,NYJ,W,45,17,W,-13.0,O,47.5,2021
5009,2021-11-21,1:00,GBP,IND,L,15,41,L,-7.0,O,49.5,2021
5010,2021-11-25,8:20,GBP,NOS,W,31,6,W,-6.5,U,45,2021
5011,2021-12-6,8:15,GBP,NWE,L,10,14,L,-2.5,U,41,2021
5012,2021-12-12,4:25,GBP,TBB,L,27,33,L,3.5,O,54.5,2021
5013,2021-12-19,1:00,GBP,CAR,W,31,14,W,-14.5,O,43,2021
5014,2021-12-26,1:00,GBP,NWE,W,33,21,W,1.5,O,43.5,2021
5015,2022-01-2,1:00,GBP,ATL,W,29,15,L,-14.5,P,44,2022
5016,2022-01-9,1:00,GBP,NYJ,W,27,10,W,-16.5,U,40.5,2022
5017,2022-01-15,8:15,GBP,NWE,W,47,17,W,-4.0,O,44,2022
5018,2022-01-23,6:30,GBP,KAN,L,36,42,L,2.0,O,54.5,2022
5019,2020-09-13,1:00,GBP,NYJ,W,27,17,W,-6.5,O,39.5,2020
5020,2020-09-20,1:00,GBP,MIA,W,31,28,L,-5.5,O,42.5,2020
5021,2020-09-27,1:00,GBP,LAR,W,35,32,W,-1.5,O,46.5,2020
5022,2020-10-4,4:25,GBP,LVR,W,30,23,W,-3.0,P,53,2020
5023,2020-10-13,7:00,GBP,TEN,L,16,42,L,-3.0,O,52,2020
5024,2020-10-19,5:00,GBP,KAN,L,17,26,L,5.5,U,55,2020
5025,2020-10-25,1:00,GBP,NYJ,W,18,10,L,-9.5,U,47,2020
5026,2020-11-1,1:00,GBP,NWE,W,24,21,L,-4.0,O,41,2020
5027,2020-11-8,1:00,GBP,SEA,W,44,34,W,3.0,O,55.5,2020
5028,2020-11-15,4:04,GBP,ARI,L,30,32,W,3.0,O,56,2020
5029,2020-11-29,1:00,GBP,LAC,W,27,17,W,-4.5,U,51.5,2020
5030,2020-12-7,8:15,GBP,SFF,W,34,24,W,1.5,O,48,2020
5031,2020-12-13,8:20,GBP,PIT,W,26,15,W,-2.0,U,48.5,2020
5032,2020-12-19,4:30,GBP,DEN,W,48,19,W,-5.5,O,49,2020
5033,2020-12-28,8:15,GBP,NWE,W,38,9,W,-7.0,U,47.5,2020
5034,2021-01-3,1:00,GBP,MIA,W,56,26,W,3.5,O,43,2021
5035,2021-01-9,1:05,GBP,IND,W,27,24,L,-7.0,O,50.5,2021
5036,2021-01-16,8:15,GBP,BAL,W,17,3,W,-2.5,U,49.5,2021
5037,2021-01-24,6:40,GBP,KAN,L,24,38,L,3.0,O,55,2021
5038,2019-09-8,1:00,GBP,NYJ,W,17,16,W,2.5,U,41,2019
5039,2019-09-15,1:00,GBP,NYG,W,28,14,W,-1.0,U,44.5,2019
5040,2019-09-22,1:00,GBP,CIN,W,21,17,L,-5.5,U,43.5,2019
5041,2019-09-29,1:00,GBP,NWE,L,10,16,W,7.0,U,41.5,2019
5042,2019-10-6,1:00,GBP,TEN,W,14,7,W,3.5,U,39.5,2019
5043,2019-10-20,1:00,GBP,MIA,W,31,21,L,-17.0,O,42.5,2019
5044,2019-10-27,1:00,GBP,PHI,L,13,31,L,-1.0,O,39.5,2019
5045,2019-11-3,1:00,GBP,WAS,W,24,9,W,-10.5,U,37,2019
5046,2019-11-10,1:00,GBP,CLE,L,16,19,P,3.0,U,42,2019
5047,2019-11-17,1:00,GBP,MIA,W,37,20,W,-7.0,O,41.5,2019
5048,2019-11-24,1:00,GBP,DEN,W,20,3,W,-3.5,U,37,2019
5049,2019-11-28,4:30,GBP,DAL,W,26,15,W,6.5,U,46.5,2019
5050,2019-12-8,1:00,GBP,BAL,L,17,24,L,6.5,U,44,2019
5051,2019-12-15,8:20,GBP,PIT,W,17,10,W,1.0,U,37,2019
5052,2019-12-21,4:30,GBP,NWE,L,17,24,P,7.0,O,38.5,2019
5053,2019-12-29,1:00,GBP,NYJ,L,6,13,L,1.5,U,37,2019
5054,2020-01-4,4:35,GBP,HOU,L,19,22,L,2.5,U,43,2020
5055,2018-09-9,1:00,GBP,BAL,L,3,47,L,7.5,O,39,2018
5056,2018-09-16,1:00,GBP,LAC,L,20,31,L,7.5,O,41.5,2018
5057,2018-09-23,1:00,GBP,MIN,W,27,6,W,16.5,U,41,2018
5058,2018-09-30,1:00,GBP,GBP,L,0,22,L,8.5,U,43.5,2018
5059,2018-10-7,1:00,GBP,TEN,W,13,12,W,6.0,U,38.5,2018
5060,2018-10-14,1:00,GBP,HOU,L,13,20,W,10.5,U,40.5,2018
5061,2018-10-21,1:00,GBP,IND,L,5,37,L,7.0,U,43.5,2018
5062,2018-10-29,8:15,GBP,NWE,L,6,25,L,13.5,U,44.5,2018
5063,2018-11-4,1:00,GBP,CHI,L,9,41,L,10.5,O,38,2018
5064,2018-11-11,1:00,GBP,NYJ,W,41,10,W,7.0,O,38,2018
5065,2018-11-25,1:00,GBP,JAX,W,24,21,W,3.0,O,36.5,2018
5066,2018-12-2,1:00,GBP,MIA,L,17,21,L,3.5,U,40,2018
5067,2018-12-9,1:00,GBP,NYJ,L,23,27,L,-4.5,O,37,2018
5068,2018-12-16,1:00,GBP,DET,W,14,13,L,-2.5,U,40,2018
5069,2018-12-23,1:00,GBP,NWE,L,12,24,W,13.5,U,45,2018
5070,2018-12-30,1:00,GBP,MIA,W,42,17,W,-5.5,O,39.5,2018
5071,2017-09-10,1:00,GBP,NYJ,W,21,12,W,-7.0,U,42,2017
5072,2017-09-17,1:00,GBP,CAR,L,3,9,W,6.5,U,43,2017
5073,2017-09-24,1:00,GBP,DEN,W,26,16,W,3.5,O,40,2017
5074,2017-10-1,1:00,GBP,ATL,W,23,17,W,8.0,U,48,2017
5075,2017-10-8,1:00,GBP,CIN,L,16,20,L,3.0,U,39,2017
5076,2017-10-22,1:00,GBP,TBB,W,30,27,P,-3.0,O,46.5,2017
5077,2017-10-29,1:00,GBP,LVR,W,34,14,W,-2.0,O,47,2017
5078,2017-11-2,8:24,GBP,NYJ,L,21,34,L,-3.0,O,42,2017
5079,2017-11-12,1:00,GBP,NOS,L,10,47,L,2.0,O,48.5,2017
5080,2017-11-19,4:04,GBP,LAC,L,24,54,L,7.0,O,41.5,2017
5081,2017-11-26,1:00,GBP,KAN,W,16,10,W,8.5,U,47,2017
5082,2017-12-3,1:00,GBP,NWE,L,3,23,L,7.5,U,48.5,2017
5083,2017-12-10,1:00,GBP,IND,W,13,7,W,-3.5,U,36.5,2017
5084,2017-12-17,1:00,GBP,MIA,W,24,16,W,-3.5,O,39.5,2017
5085,2017-12-24,1:00,GBP,NWE,L,16,37,L,11.0,O,47.5,2017
5086,2017-12-31,4:25,GBP,MIA,W,22,16,W,-2.5,U,41.5,2017
5087,2018-01-7,1:05,GBP,JAX,L,3,10,W,8.0,U,39.5,2018
5088,2016-09-11,1:04,GBP,BAL,L,7,13,L,3.0,U,44.5,2016
5089,2016-09-15,8:26,GBP,NYJ,L,31,37,L,-1.0,O,40.5,2016
5090,2016-09-25,1:02,GBP,ARI,W,33,18,W,5.0,O,48,2016
5091,2016-10-2,1:02,GBP,NWE,W,16,0,W,3.5,U,41,2016
5092,2016-10-9,4:25,GBP,LAR,W,30,19,W,-2.5,O,41.5,2016
5093,2016-10-16,1:02,GBP,SFF,W,45,16,W,-7.5,O,44,2016
5094,2016-10-23,1:02,GBP,MIA,L,25,28,L,-2.5,O,46,2016
5095,2016-10-30,1:02,GBP,NWE,L,25,41,L,5.5,O,48,2016
5096,2016-11-7,8:30,GBP,SEA,L,25,31,L,5.5,O,43.5,2016
5097,2016-11-20,1:00,GBP,CIN,W,16,12,W,2.5,U,48,2016
5098,2016-11-27,1:00,GBP,JAX,W,28,21,L,-8.5,O,43.5,2016
5099,2016-12-4,4:04,GBP,LVR,L,24,38,L,3.0,O,48.5,2016
5100,2016-12-11,1:00,GBP,PIT,L,20,27,L,1.0,O,45.5,2016
5101,2016-12-18,1:00,GBP,CLE,W,33,13,W,-10.5,O,43,2016
5102,2016-12-24,1:00,GBP,MIA,L,31,34,L,-4.5,O,44.5,2016
