,date,time,current_team,opponent,game_result,team_score,opp_score,spread_result,spread,ou_result,ou_line,year
1254,2020-01-4,4:35,IND,HOU,L,19,22,L,2.5,U,43,2020
1255,2018-09-9,1:00,IND,BAL,L,3,47,L,7.5,O,39,2018
1256,2018-09-16,1:00,IND,LAC,L,20,31,L,7.5,O,41.5,2018
1257,2018-09-23,1:00,IND,MIN,W,27,6,W,16.5,U,41,2018
1258,2018-09-30,1:00,IND,GBP,L,0,22,L,8.5,U,43.5,2018
1259,2018-10-7,1:00,IND,TEN,W,13,12,W,6.0,U,38.5,2018
1260,2018-10-14,1:00,IND,HOU,L,13,20,W,10.5,U,40.5,2018
1261,2018-10-21,1:00,IND,IND,L,5,37,L,7.0,U,43.5,2018
1262,2018-10-29,8:15,IND,NWE,L,6,25,L,13.5,U,44.5,2018
1263,2018-11-4,1:00,IND,CHI,L,9,41,L,10.5,O,38,2018
1264,2018-11-11,1:00,IND,NYJ,W,41,10,W,7.0,O,38,2018
1265,2018-11-25,1:00,IND,JAX,W,24,21,W,3.0,O,36.5,2018
1266,2018-12-2,1:00,IND,MIA,L,17,21,L,3.5,U,40,2018
1267,2018-12-9,1:00,IND,NYJ,L,23,27,L,-4.5,O,37,2018
1268,2018-12-16,1:00,IND,DET,W,14,13,L,-2.5,U,40,2018
1269,2018-12-23,1:00,IND,NWE,L,12,24,W,13.5,U,45,2018
1270,2018-12-30,1:00,IND,MIA,W,42,17,W,-5.5,O,39.5,2018
1271,2017-09-10,1:00,IND,NYJ,W,21,12,W,-7.0,U,42,2017
1272,2017-09-17,1:00,IND,CAR,L,3,9,W,6.5,U,43,2017
1273,2017-09-24,1:00,IND,DEN,W,26,16,W,3.5,O,40,2017
1274,2017-10-1,1:00,IND,ATL,W,23,17,W,8.0,U,48,2017
1275,2017-10-8,1:00,IND,CIN,L,16,20,L,3.0,U,39,2017
1276,2017-10-22,1:00,IND,TBB,W,30,27,P,-3.0,O,46.5,2017
1277,2017-10-29,1:00,IND,LVR,W,34,14,W,-2.0,O,47,2017
1278,2017-11-2,8:24,IND,NYJ,L,21,34,L,-3.0,O,42,2017
1279,2017-11-12,1:00,IND,NOS,L,10,47,L,2.0,O,48.5,2017
1280,2017-11-19,4:04,IND,LAC,L,24,54,L,7.0,O,41.5,2017
1281,2017-11-26,1:00,IND,KAN,W,16,10,W,8.5,U,47,2017
1282,2017-12-3,1:00,IND,NWE,L,3,23,L,7.5,U,48.5,2017
1283,2017-12-10,1:00,IND,IND,W,13,7,W,-3.5,U,36.5,2017
1284,2017-12-17,1:00,IND,MIA,W,24,16,W,-3.5,O,39.5,2017
1285,2017-12-24,1:00,IND,NWE,L,16,37,L,11.0,O,47.5,2017
1286,2017-12-31,4:25,IND,MIA,W,22,16,W,-2.5,U,41.5,2017
1287,2018-01-7,1:05,IND,JAX,L,3,10,W,8.0,U,39.5,2018
1288,2016-09-11,1:04,IND,BAL,L,7,13,L,3.0,U,44.5,2016
1289,2016-09-15,8:26,IND,NYJ,L,31,37,L,-1.0,O,40.5,2016
1290,2016-09-25,1:02,IND,ARI,W,33,18,W,5.0,O,48,2016
1291,2016-10-2,1:02,IND,NWE,W,16,0,W,3.5,U,41,2016
1292,2016-10-9,4:25,IND,LAR,W,30,19,W,-2.5,O,41.5,2016
1293,2016-10-16,1:02,IND,SFF,W,45,16,W,-7.5,O,44,2016
1294,2016-10-23,1:02,IND,MIA,L,25,28,L,-2.5,O,46,2016
1295,2016-10-30,1:02,IND,NWE,L,25,41,L,5.5,O,48,2016
1296,2016-11-7,8:30,IND,SEA,L,25,31,L,5.5,O,43.5,2016
1297,2016-11-20,1:00,IND,CIN,W,16,12,W,2.5,U,48,2016
1298,2016-11-27,1:00,IND,JAX,W,28,21,L,-8.5,O,43.5,2016
1299,2016-12-4,4:04,IND,LVR,L,24,38,L,3.0,O,48.5,2016
1300,2016-12-11,1:00,IND,PIT,L,20,27,L,1.0,O,45.5,2016
1301,2016-12-18,1:00,IND,CLE,W,33,13,W,-10.5,O,43,2016
1302,2016-12-24,1:00,IND,MIA,L,31,34,L,-4.5,O,44.5,2016
1303,2017-01-1,1:00,IND,NYJ,L,10,30,L,-3.5,U,43,2017
1304,2015-09-13,1:02,IND,IND,W,27,14,W,2.5,U,45,2015
1305,2015-09-20,1:02,IND,NWE,L,32,40,L,1.0,O,44,2015
1306,2015-09-27,4:25,IND,MIA,W,41,14,W,2.5,O,41.5,2015
1307,2015-10-4,1:02,IND,NYG,L,10,24,L,-5.5,U,45.5,2015
1308,2015-10-11,1:02,IND,TEN,W,14,13,P,-1.0,U,42,2015
1309,2015-10-18,1:02,IND,CIN,L,21,34,L,3.0,O,43,2015
1310,2015-10-25,8:35,IND,JAX,L,31,34,L,-4.0,O,41,2015
1311,2015-11-8,1:02,IND,MIA,W,33,17,W,-3.0,O,44,2015
1312,2015-11-12,8:26,IND,NYJ,W,22,17,W,2.5,U,42.5,2015
1313,2015-11-23,8:30,IND,NWE,L,13,20,P,7.0,U,48,2015
1314,2015-11-29,1:02,IND,KAN,L,22,30,L,5.5,O,41.5,2015
1315,2015-12-6,1:02,IND,HOU,W,30,21,W,-3.5,O,41.5,2015
1316,2015-12-13,1:00,IND,PHI,L,20,23,L,1.0,U,47,2015
1317,2015-12-20,1:02,IND,WAS,L,25,35,L,-2.5,O,44,2015
1318,2015-12-27,1:02,IND,DAL,W,16,6,W,-6.5,U,42,2015
1319,2016-01-3,1:02,IND,NYJ,W,22,17,W,3.0,U,42,2016
1320,2014-09-7,1:00,IND,CHI,W,23,20,W,7.0,U,47,2014
1321,2014-09-14,1:02,IND,MIA,W,29,10,W,-1.5,U,42.5,2014
1322,2014-09-21,1:02,IND,LAC,L,10,22,L,-2.5,U,45.5,2014
1323,2014-09-28,1:02,IND,HOU,L,17,23,L,3.0,U,42.5,2014
1324,2014-10-5,1:02,IND,DET,W,17,14,W,6.5,U,43,2014
1325,2014-10-12,1:02,IND,NWE,L,22,37,L,-1.0,O,44,2014
1326,2014-10-19,1:02,IND,MIN,W,17,16,L,-6.5,U,43.5,2014
1327,2014-10-26,1:02,IND,NYJ,W,43,23,W,3.0,O,40.5,2014
1328,2014-11-9,1:02,IND,KAN,L,13,17,L,-1.5,U,42,2014
1329,2014-11-13,8:26,IND,MIA,L,9,22,L,5.0,U,42,2014
1330,2014-11-24,7:05,IND,NYJ,W,38,3,W,-2.5,U,42.5,2014
1331,2014-11-30,1:02,IND,CLE,W,26,10,W,-3.0,U,42,2014
1332,2014-12-7,4:04,IND,DEN,L,17,24,W,9.5,U,47.5,2014
1333,2014-12-14,1:02,IND,GBP,W,21,13,W,4.0,U,50,2014
1334,2014-12-21,4:25,IND,LVR,L,24,26,L,-6.5,O,42,2014
1335,2014-12-28,1:02,IND,NWE,W,17,9,W,6.5,U,44,2014
1336,2013-09-8,1:02,IND,NWE,L,21,23,W,10.5,U,50.5,2013
1337,2013-09-15,1:02,IND,CAR,W,24,23,W,3.5,O,43.5,2013
1338,2013-09-22,4:25,IND,NYJ,L,20,27,L,2.5,O,41,2013
1339,2013-09-29,1:02,IND,BAL,W,23,20,W,4.0,U,45,2013
1340,2013-10-3,8:28,IND,CLE,L,24,37,L,4.0,O,40.5,2013
1341,2013-10-13,1:02,IND,CIN,L,24,27,W,6.0,O,41,2013
1342,2013-10-20,1:02,IND,MIA,W,23,21,W,6.5,O,43.5,2013
1343,2013-10-27,1:02,IND,NOS,L,17,35,L,10.5,O,48.5,2013
1344,2013-11-3,1:02,IND,KAN,L,13,23,L,4.5,U,40.5,2013
1345,2013-11-10,1:02,IND,PIT,L,10,23,L,2.5,U,42.5,2013
1346,2013-11-17,1:02,IND,NYJ,W,37,14,W,2.0,O,39.5,2013
1347,2013-12-1,4:04,IND,ATL,L,31,34,L,-4.5,O,48,2013
1348,2013-12-8,1:02,IND,TBB,L,6,27,L,2.5,U,42.5,2013
1349,2013-12-15,1:02,IND,JAX,W,27,20,W,-4.0,O,43,2013
1350,2013-12-22,1:02,IND,MIA,W,19,0,W,1.5,U,42,2013
1351,2013-12-29,4:25,IND,NWE,L,20,34,L,7.0,O,46.5,2013
1352,2012-09-9,1:02,IND,NYJ,L,28,48,L,3.0,O,39,2012
1353,2012-09-16,1:02,IND,KAN,W,35,17,W,-3.0,O,45,2012
1354,2012-09-23,1:02,IND,CLE,W,24,14,W,-3.0,U,45,2012
1355,2012-09-30,1:02,IND,NWE,L,28,52,L,4.5,O,48.5,2012
1356,2012-10-7,4:25,IND,SFF,L,3,45,L,10.0,O,45,2012
1357,2012-10-14,4:04,IND,ARI,W,19,16,W,5.0,U,44,2012
1358,2012-10-21,1:02,IND,TEN,L,34,35,L,-4.5,O,46.5,2012
1359,2012-11-4,1:02,IND,HOU,L,9,21,L,11.5,U,48,2012
1360,2012-11-11,1:02,IND,NWE,L,31,37,W,13.5,O,54,2012
1361,2012-11-15,8:28,IND,MIA,W,19,14,W,-2.5,U,46,2012
1362,2012-11-25,1:02,IND,IND,L,13,20,L,3.0,U,51.5,2012
1363,2012-12-2,1:02,IND,JAX,W,34,18,W,-6.0,O,42,2012
1364,2012-12-9,1:02,IND,LAR,L,12,15,L,-3.0,U,42.5,2012
1365,2012-12-16,4:04,IND,SEA,L,17,50,L,5.0,O,44,2012
1366,2012-12-23,1:02,IND,MIA,L,10,24,L,5.0,U,43,2012
1367,2012-12-30,1:02,IND,NYJ,W,28,9,W,-3.5,U,41,2012
1368,2011-09-11,1:06,IND,KAN,W,41,7,W,3.5,O,40,2011
1369,2011-09-18,1:02,IND,LVR,W,38,35,L,-4.0,O,41,2011
1370,2011-09-25,1:02,IND,NWE,W,34,31,W,7.5,O,54.5,2011
1371,2011-10-2,1:02,IND,CIN,L,20,23,L,-3.0,P,43,2011
1372,2011-10-9,1:04,IND,PHI,W,31,24,W,3.0,O,53,2011
1373,2011-10-16,1:02,IND,NYG,L,24,27,P,3.0,O,49,2011
1374,2011-10-30,4:04,IND,WAS,W,23,0,W,-4.0,U,46.5,2011
1375,2011-11-6,1:02,IND,NYJ,L,11,27,L,-2.5,U,45,2011
1376,2011-11-13,1:02,IND,DAL,L,7,44,L,4.5,O,49,2011
1377,2011-11-20,1:02,IND,MIA,L,8,35,L,3.0,U,44,2011
1378,2011-11-27,1:02,IND,NYJ,L,24,28,W,9.5,O,42.5,2011
1379,2011-12-4,1:02,IND,TEN,L,17,23,L,-1.0,U,44,2011
1380,2011-12-11,4:15,IND,LAC,L,10,37,L,7.0,U,49,2011
1381,2011-12-18,1:02,IND,MIA,L,23,30,L,-1.5,O,40.5,2011
1382,2011-12-24,1:02,IND,DEN,W,40,14,W,3.0,O,43.5,2011
1383,2012-01-1,1:02,IND,NWE,L,21,49,L,10.0,O,50,2012
1384,2010-09-12,1:02,IND,MIA,L,10,15,L,3.0,U,39,2010
1385,2010-09-19,1:02,IND,GBP,L,7,34,L,13.0,U,43,2010
1386,2010-09-26,1:02,IND,NWE,L,30,38,W,14.5,O,43,2010
1387,2010-10-3,1:02,IND,NYJ,L,14,38,L,6.0,O,37,2010
1388,2010-10-10,1:02,IND,JAX,L,26,36,L,-2.5,O,41.5,2010
1389,2010-10-24,1:02,IND,BAL,L,34,37,W,12.5,O,40,2010
1390,2010-10-31,1:08,IND,KAN,L,10,13,W,7.0,U,46,2010
1391,2010-11-7,1:02,IND,CHI,L,19,22,P,3.0,U,41.5,2010
1392,2010-11-14,1:02,IND,DET,W,14,12,W,-1.5,U,45,2010
1393,2010-11-21,1:02,IND,CIN,W,49,31,W,4.0,O,41,2010
1394,2010-11-28,1:02,IND,PIT,L,16,19,W,7.0,U,44,2010
1395,2010-12-5,1:05,IND,MIN,L,14,38,L,5.0,O,44,2010
1396,2010-12-12,1:02,IND,CLE,W,13,6,W,0.0,U,39,2010
1397,2010-12-19,1:02,IND,MIA,W,17,14,W,5.5,U,40,2010
1398,2010-12-26,1:02,IND,NWE,L,3,34,L,9.0,U,45.5,2010
1399,2011-01-2,1:02,IND,NYJ,L,7,38,L,1.5,O,38,2011
1400,2021-09-12,1:00,KAN,PIT,L,16,23,L,-6.5,U,48.5,2021
1401,2021-09-19,1:00,KAN,MIA,W,35,0,W,-3.5,U,47.5,2021
1402,2021-09-26,1:00,KAN,WAS,W,43,21,W,-7.0,O,45.5,2021
1403,2021-10-3,1:00,KAN,HOU,W,40,0,W,-17.5,U,47,2021
1404,2021-10-10,8:20,KAN,KAN,W,38,20,W,2.5,O,56.5,2021
1405,2021-10-18,8:15,KAN,TEN,L,31,34,L,-6.0,O,53.5,2021
1406,2021-10-31,1:00,KAN,MIA,W,26,11,W,-14.0,U,49,2021
1407,2021-11-7,1:00,KAN,JAX,L,6,9,L,-14.5,U,48.5,2021
1408,2021-11-14,1:00,KAN,NYJ,W,45,17,W,-13.0,O,47.5,2021
1409,2021-11-21,1:00,KAN,IND,L,15,41,L,-7.0,O,49.5,2021
1410,2021-11-25,8:20,KAN,NOS,W,31,6,W,-6.5,U,45,2021
1411,2021-12-6,8:15,KAN,NWE,L,10,14,L,-2.5,U,41,2021
1412,2021-12-12,4:25,KAN,TBB,L,27,33,L,3.5,O,54.5,2021
1413,2021-12-19,1:00,KAN,CAR,W,31,14,W,-14.5,O,43,2021
1414,2021-12-26,1:00,KAN,NWE,W,33,21,W,1.5,O,43.5,2021
1415,2022-01-2,1:00,KAN,ATL,W,29,15,L,-14.5,P,44,2022
1416,2022-01-9,1:00,KAN,NYJ,W,27,10,W,-16.5,U,40.5,2022
1417,2022-01-15,8:15,KAN,NWE,W,47,17,W,-4.0,O,44,2022
1418,2022-01-23,6:30,KAN,KAN,L,36,42,L,2.0,O,54.5,2022
1419,2020-09-13,1:00,KAN,NYJ,W,27,17,W,-6.5,O,39.5,2020
1420,2020-09-20,1:00,KAN,MIA,W,31,28,L,-5.5,O,42.5,2020
1421,2020-09-27,1:00,KAN,LAR,W,35,32,W,-1.5,O,46.5,2020
1422,2020-10-4,4:25,KAN,LVR,W,30,23,W,-3.0,P,53,2020
1423,2020-10-13,7:00,KAN,TEN,L,16,42,L,-3.0,O,52,2020
1424,2020-10-19,5:00,KAN,KAN,L,17,26,L,5.5,U,55,2020
1425,2020-10-25,1:00,KAN,NYJ,W,18,10,L,-9.5,U,47,2020
1426,2020-11-1,1:00,KAN,NWE,W,24,21,L,-4.0,O,41,2020
1427,2020-11-8,1:00,KAN,SEA,W,44,34,W,3.0,O,55.5,2020
1428,2020-11-15,4:04,KAN,ARI,L,30,32,W,3.0,O,56,2020
1429,2020-11-29,1:00,KAN,LAC,W,27,17,W,-4.5,U,51.5,2020
1430,2020-12-7,8:15,KAN,SFF,W,34,24,W,1.5,O,48,2020
1431,2020-12-13,8:20,KAN,PIT,W,26,15,W,-2.0,U,48.5,2020
1432,2020-12-19,4:30,KAN,DEN,W,48,19,W,-5.5,O,49,2020
1433,2020-12-28,8:15,KAN,NWE,W,38,9,W,-7.0,U,47.5,2020
1434,2021-01-3,1:00,KAN,MIA,W,56,26,W,3.5,O,43,2021
1435,2021-01-9,1:05,KAN,IND,W,27,24,L,-7.0,O,50.5,2021
1436,2021-01-16,8:15,KAN,BAL,W,17,3,W,-2.5,U,49.5,2021
1437,2021-01-24,6:40,KAN,KAN,L,24,38,L,3.0,O,55,2021
1438,2019-09-8,1:00,KAN,NYJ,W,17,16,W,2.5,U,41,2019
1439,2019-09-15,1:00,KAN,NYG,W,28,14,W,-1.0,U,44.5,2019
1440,2019-09-22,1:00,KAN,CIN,W,21,17,L,-5.5,U,43.5,2019
1441,2019-09-29,1:00,KAN,NWE,L,10,16,W,7.0,U,41.5,2019
1442,2019-10-6,1:00,KAN,TEN,W,14,7,W,3.5,U,39.5,2019
1443,2019-10-20,1:00,KAN,MIA,W,31,21,L,-17.0,O,42.5,2019
1444,2019-10-27,1:00,KAN,PHI,L,13,31,L,-1.0,O,39.5,2019
1445,2019-11-3,1:00,KAN,WAS,W,24,9,W,-10.5,U,37,2019
1446,2019-11-10,1:00,KAN,CLE,L,16,19,P,3.0,U,42,2019
1447,2019-11-17,1:00,KAN,MIA,W,37,20,W,-7.0,O,41.5,2019
1448,2019-11-24,1:00,KAN,DEN,W,20,3,W,-3.5,U,37,2019
1449,2019-11-28,4:30,KAN,DAL,W,26,15,W,6.5,U,46.5,2019
1450,2019-12-8,1:00,KAN,BAL,L,17,24,L,6.5,U,44,2019
1451,2019-12-15,8:20,KAN,PIT,W,17,10,W,1.0,U,37,2019
1452,2019-12-21,4:30,KAN,NWE,L,17,24,P,7.0,O,38.5,2019
1453,2019-12-29,1:00,KAN,NYJ,L,6,13,L,1.5,U,37,2019
1454,2020-01-4,4:35,KAN,HOU,L,19,22,L,2.5,U,43,2020
1455,2018-09-9,1:00,KAN,BAL,L,3,47,L,7.5,O,39,2018
1456,2018-09-16,1:00,KAN,LAC,L,20,31,L,7.5,O,41.5,2018
1457,2018-09-23,1:00,KAN,MIN,W,27,6,W,16.5,U,41,2018
1458,2018-09-30,1:00,KAN,GBP,L,0,22,L,8.5,U,43.5,2018
1459,2018-10-7,1:00,KAN,TEN,W,13,12,W,6.0,U,38.5,2018
1460,2018-10-14,1:00,KAN,HOU,L,13,20,W,10.5,U,40.5,2018
1461,2018-10-21,1:00,KAN,IND,L,5,37,L,7.0,U,43.5,2018
1462,2018-10-29,8:15,KAN,NWE,L,6,25,L,13.5,U,44.5,2018
1463,2018-11-4,1:00,KAN,CHI,L,9,41,L,10.5,O,38,2018
1464,2018-11-11,1:00,KAN,NYJ,W,41,10,W,7.0,O,38,2018
1465,2018-11-25,1:00,KAN,JAX,W,24,21,W,3.0,O,36.5,2018
1466,2018-12-2,1:00,KAN,MIA,L,17,21,L,3.5,U,40,2018
1467,2018-12-9,1:00,KAN,NYJ,L,23,27,L,-4.5,O,37,2018
1468,2018-12-16,1:00,KAN,DET,W,14,13,L,-2.5,U,40,2018
1469,2018-12-23,1:00,KAN,NWE,L,12,24,W,13.5,U,45,2018
1470,2018-12-30,1:00,KAN,MIA,W,42,17,W,-5.5,O,39.5,2018
1471,2017-09-10,1:00,KAN,NYJ,W,21,12,W,-7.0,U,42,2017
1472,2017-09-17,1:00,KAN,CAR,L,3,9,W,6.5,U,43,2017
1473,2017-09-24,1:00,KAN,DEN,W,26,16,W,3.5,O,40,2017
1474,2017-10-1,1:00,KAN,ATL,W,23,17,W,8.0,U,48,2017
1475,2017-10-8,1:00,KAN,CIN,L,16,20,L,3.0,U,39,2017
1476,2017-10-22,1:00,KAN,TBB,W,30,27,P,-3.0,O,46.5,2017
1477,2017-10-29,1:00,KAN,LVR,W,34,14,W,-2.0,O,47,2017
1478,2017-11-2,8:24,KAN,NYJ,L,21,34,L,-3.0,O,42,2017
1479,2017-11-12,1:00,KAN,NOS,L,10,47,L,2.0,O,48.5,2017
1480,2017-11-19,4:04,KAN,LAC,L,24,54,L,7.0,O,41.5,2017
1481,2017-11-26,1:00,KAN,KAN,W,16,10,W,8.5,U,47,2017
1482,2017-12-3,1:00,KAN,NWE,L,3,23,L,7.5,U,48.5,2017
1483,2017-12-10,1:00,KAN,IND,W,13,7,W,-3.5,U,36.5,2017
1484,2017-12-17,1:00,KAN,MIA,W,24,16,W,-3.5,O,39.5,2017
1485,2017-12-24,1:00,KAN,NWE,L,16,37,L,11.0,O,47.5,2017
1486,2017-12-31,4:25,KAN,MIA,W,22,16,W,-2.5,U,41.5,2017
1487,2018-01-7,1:05,KAN,JAX,L,3,10,W,8.0,U,39.5,2018
1488,2016-09-11,1:04,KAN,BAL,L,7,13,L,3.0,U,44.5,2016
1489,2016-09-15,8:26,KAN,NYJ,L,31,37,L,-1.0,O,40.5,2016
1490,2016-09-25,1:02,KAN,ARI,W,33,18,W,5.0,O,48,2016
1491,2016-10-2,1:02,KAN,NWE,W,16,0,W,3.5,U,41,2016
1492,2016-10-9,4:25,KAN,LAR,W,30,19,W,-2.5,O,41.5,2016
1493,2016-10-16,1:02,KAN,SFF,W,45,16,W,-7.5,O,44,2016
1494,2016-10-23,1:02,KAN,MIA,L,25,28,L,-2.5,O,46,2016
1495,2016-10-30,1:02,KAN,NWE,L,25,41,L,5.5,O,48,2016
1496,2016-11-7,8:30,KAN,SEA,L,25,31,L,5.5,O,43.5,2016
1497,2016-11-20,1:00,KAN,CIN,W,16,12,W,2.5,U,48,2016
1498,2016-11-27,1:00,KAN,JAX,W,28,21,L,-8.5,O,43.5,2016
1499,2016-12-4,4:04,KAN,LVR,L,24,38,L,3.0,O,48.5,2016
1500,2016-12-11,1:00,KAN,PIT,L,20,27,L,1.0,O,45.5,2016
1501,2016-12-18,1:00,KAN,CLE,W,33,13,W,-10.5,O,43,2016
1502,2016-12-24,1:00,KAN,MIA,L,31,34,L,-4.5,O,44.5,2016
1503,2017-01-1,1:00,KAN,NYJ,L,10,30,L,-3.5,U,43,2017
1504,2015-09-13,1:02,KAN,IND,W,27,14,W,2.5,U,45,2015
1505,2015-09-20,1:02,KAN,NWE,L,32,40,L,1.0,O,44,2015
1506,2015-09-27,4:25,KAN,MIA,W,41,14,W,2.5,O,41.5,2015
1507,2015-10-4,1:02,KAN,NYG,L,10,24,L,-5.5,U,45.5,2015
1508,2015-10-11,1:02,KAN,TEN,W,14,13,P,-1.0,U,42,2015
1509,2015-10-18,1:02,KAN,CIN,L,21,34,L,3.0,O,43,2015
1510,2015-10-25,8:35,KAN,JAX,L,31,34,L,-4.0,O,41,2015
1511,2015-11-8,1:02,KAN,MIA,W,33,17,W,-3.0,O,44,2015
1512,2015-11-12,8:26,KAN,NYJ,W,22,17,W,2.5,U,42.5,2015
1513,2015-11-23,8:30,KAN,NWE,L,13,20,P,7.0,U,48,2015
1514,2015-11-29,1:02,KAN,KAN,L,22,30,L,5.5,O,41.5,2015
1515,2015-12-6,1:02,KAN,HOU,W,30,21,W,-3.5,O,41.5,2015
1516,2015-12-13,1:00,KAN,PHI,L,20,23,L,1.0,U,47,2015
1517,2015-12-20,1:02,KAN,WAS,L,25,35,L,-2.5,O,44,2015
1518,2015-12-27,1:02,KAN,DAL,W,16,6,W,-6.5,U,42,2015
1519,2016-01-3,1:02,KAN,NYJ,W,22,17,W,3.0,U,42,2016
1520,2014-09-7,1:00,KAN,CHI,W,23,20,W,7.0,U,47,2014
1521,2014-09-14,1:02,KAN,MIA,W,29,10,W,-1.5,U,42.5,2014
1522,2014-09-21,1:02,KAN,LAC,L,10,22,L,-2.5,U,45.5,2014
1523,2014-09-28,1:02,KAN,HOU,L,17,23,L,3.0,U,42.5,2014
1524,2014-10-5,1:02,KAN,DET,W,17,14,W,6.5,U,43,2014
1525,2014-10-12,1:02,KAN,NWE,L,22,37,L,-1.0,O,44,2014
1526,2014-10-19,1:02,KAN,MIN,W,17,16,L,-6.5,U,43.5,2014
1527,2014-10-26,1:02,KAN,NYJ,W,43,23,W,3.0,O,40.5,2014
1528,2014-11-9,1:02,KAN,KAN,L,13,17,L,-1.5,U,42,2014
1529,2014-11-13,8:26,KAN,MIA,L,9,22,L,5.0,U,42,2014
1530,2014-11-24,7:05,KAN,NYJ,W,38,3,W,-2.5,U,42.5,2014
1531,2014-11-30,1:02,KAN,CLE,W,26,10,W,-3.0,U,42,2014
1532,2014-12-7,4:04,KAN,DEN,L,17,24,W,9.5,U,47.5,2014
1533,2014-12-14,1:02,KAN,GBP,W,21,13,W,4.0,U,50,2014
1534,2014-12-21,4:25,KAN,LVR,L,24,26,L,-6.5,O,42,2014
1535,2014-12-28,1:02,KAN,NWE,W,17,9,W,6.5,U,44,2014
1536,2013-09-8,1:02,KAN,NWE,L,21,23,W,10.5,U,50.5,2013
1537,2013-09-15,1:02,KAN,CAR,W,24,23,W,3.5,O,43.5,2013
1538,2013-09-22,4:25,KAN,NYJ,L,20,27,L,2.5,O,41,2013
1539,2013-09-29,1:02,KAN,BAL,W,23,20,W,4.0,U,45,2013
1540,2013-10-3,8:28,KAN,CLE,L,24,37,L,4.0,O,40.5,2013
1541,2013-10-13,1:02,KAN,CIN,L,24,27,W,6.0,O,41,2013
1542,2013-10-20,1:02,KAN,MIA,W,23,21,W,6.5,O,43.5,2013
1543,2013-10-27,1:02,KAN,NOS,L,17,35,L,10.5,O,48.5,2013
1544,2013-11-3,1:02,KAN,KAN,L,13,23,L,4.5,U,40.5,2013
1545,2013-11-10,1:02,KAN,PIT,L,10,23,L,2.5,U,42.5,2013
1546,2013-11-17,1:02,KAN,NYJ,W,37,14,W,2.0,O,39.5,2013
1547,2013-12-1,4:04,KAN,ATL,L,31,34,L,-4.5,O,48,2013
1548,2013-12-8,1:02,KAN,TBB,L,6,27,L,2.5,U,42.5,2013
1549,2013-12-15,1:02,KAN,JAX,W,27,20,W,-4.0,O,43,2013
1550,2013-12-22,1:02,KAN,MIA,W,19,0,W,1.5,U,42,2013
1551,2013-12-29,4:25,KAN,NWE,L,20,34,L,7.0,O,46.5,2013
1552,2012-09-9,1:02,KAN,NYJ,L,28,48,L,3.0,O,39,2012
1553,2012-09-16,1:02,KAN,KAN,W,35,17,W,-3.0,O,45,2012
1554,2012-09-23,1:02,KAN,CLE,W,24,14,W,-3.0,U,45,2012
1555,2012-09-30,1:02,KAN,NWE,L,28,52,L,4.5,O,48.5,2012
1556,2012-10-7,4:25,KAN,SFF,L,3,45,L,10.0,O,45,2012
1557,2012-10-14,4:04,KAN,ARI,W,19,16,W,5.0,U,44,2012
1558,2012-10-21,1:02,KAN,TEN,L,34,35,L,-4.5,O,46.5,2012
1559,2012-11-4,1:02,KAN,HOU,L,9,21,L,11.5,U,48,2012
1560,2012-11-11,1:02,KAN,NWE,L,31,37,W,13.5,O,54,2012
1561,2012-11-15,8:28,KAN,MIA,W,19,14,W,-2.5,U,46,2012
1562,2012-11-25,1:02,KAN,IND,L,13,20,L,3.0,U,51.5,2012
1563,2012-12-2,1:02,KAN,JAX,W,34,18,W,-6.0,O,42,2012
1564,2012-12-9,1:02,KAN,LAR,L,12,15,L,-3.0,U,42.5,2012
1565,2012-12-16,4:04,KAN,SEA,L,17,50,L,5.0,O,44,2012
1566,2012-12-23,1:02,KAN,MIA,L,10,24,L,5.0,U,43,2012
1567,2012-12-30,1:02,KAN,NYJ,W,28,9,W,-3.5,U,41,2012
1568,2011-09-11,1:06,KAN,KAN,W,41,7,W,3.5,O,40,2011
1569,2011-09-18,1:02,KAN,LVR,W,38,35,L,-4.0,O,41,2011
1570,2011-09-25,1:02,KAN,NWE,W,34,31,W,7.5,O,54.5,2011
1571,2011-10-2,1:02,KAN,CIN,L,20,23,L,-3.0,P,43,2011
1572,2011-10-9,1:04,KAN,PHI,W,31,24,W,3.0,O,53,2011
1573,2011-10-16,1:02,KAN,NYG,L,24,27,P,3.0,O,49,2011
1574,2011-10-30,4:04,KAN,WAS,W,23,0,W,-4.0,U,46.5,2011
1575,2011-11-6,1:02,KAN,NYJ,L,11,27,L,-2.5,U,45,2011
1576,2011-11-13,1:02,KAN,DAL,L,7,44,L,4.5,O,49,2011
1577,2011-11-20,1:02,KAN,MIA,L,8,35,L,3.0,U,44,2011
1578,2011-11-27,1:02,KAN,NYJ,L,24,28,W,9.5,O,42.5,2011
1579,2011-12-4,1:02,KAN,TEN,L,17,23,L,-1.0,U,44,2011
1580,2011-12-11,4:15,KAN,LAC,L,10,37,L,7.0,U,49,2011
1581,2011-12-18,1:02,KAN,MIA,L,23,30,L,-1.5,O,40.5,2011
1582,2011-12-24,1:02,KAN,DEN,W,40,14,W,3.0,O,43.5,2011
1583,2012-01-1,1:02,KAN,NWE,L,21,49,L,10.0,O,50,2012
1584,2010-09-12,1:02,KAN,MIA,L,10,15,L,3.0,U,39,2010
1585,2010-09-19,1:02,KAN,GBP,L,7,34,L,13.0,U,43,2010
